,hpg_store_id,visit_datetime,reserve_datetime,reserve_visitors
610,hpg_18d8e7754f66595b,2016-01-02 19:00:00,2016-01-01 20:00:00,4
611,hpg_1a76bfc77ad6f7f1,2016-01-02 19:00:00,2016-01-01 20:00:00,5
612,hpg_1a8328e7f597b62c,2016-01-02 19:00:00,2016-01-02 12:00:00,2
613,hpg_1ce01f6691af3d8d,2016-01-02 19:00:00,2016-01-01 20:00:00,5
614,hpg_1fb0d193861541d5,2016-01-02 19:00:00,2016-01-02 15:00:00,4
615,hpg_20ff9e701cef93dc,2016-01-02 19:00:00,2016-01-01 12:00:00,10
616,hpg_23ce1aa8cbeaecb9,2016-01-02 19:00:00,2016-01-02 14:00:00,2
617,hpg_248cf3e211dac2a5,2016-01-02 19:00:00,2016-01-02 18:00:00,2
618,hpg_2552332e8cdee343,2016-01-02 19:00:00,2016-01-02 00:00:00,2
619,hpg_2695acdad489bf4c,2016-01-02 19:00:00,2016-01-02 13:00:00,3
620,hpg_2803153570a878d4,2016-01-02 19:00:00,2016-01-01 21:00:00,4
621,hpg_28bdf7a336ec6a7b,2016-01-02 19:00:00,2016-01-02 14:00:00,2
622,hpg_28bdf7a336ec6a7b,2016-01-02 19:00:00,2016-01-02 17:00:00,3
623,hpg_28bdf7a336ec6a7b,2016-01-02 19:00:00,2016-01-02 18:00:00,3
624,hpg_2a3406dca17e46d9,2016-01-02 19:00:00,2016-01-02 17:00:00,5
625,hpg_2a48627fca719c0c,2016-01-02 19:00:00,2016-01-01 16:00:00,2
626,hpg_2ad179871696901f,2016-01-02 19:00:00,2016-01-02 11:00:00,2
627,hpg_2e10e1956528199a,2016-01-02 19:00:00,2016-01-01 21:00:00,6
628,hpg_2fc5995aa1cb23d2,2016-01-02 19:00:00,2016-01-02 12:00:00,2
629,hpg_2febc4604c8cce2d,2016-01-02 19:00:00,2016-01-01 21:00:00,4
630,hpg_301175aa2eedb070,2016-01-02 19:00:00,2016-01-01 16:00:00,2
631,hpg_302a63e6b6f03e91,2016-01-02 19:00:00,2016-01-02 14:00:00,2
632,hpg_306be89e3834ff54,2016-01-02 19:00:00,2016-01-02 15:00:00,2
633,hpg_306be89e3834ff54,2016-01-02 19:00:00,2016-01-02 13:00:00,2
634,hpg_3235d32eeecc1fcc,2016-01-02 19:00:00,2016-01-01 14:00:00,2
635,hpg_336e5c5555ea3a58,2016-01-02 19:00:00,2016-01-01 12:00:00,2
636,hpg_34de58febac54f25,2016-01-02 19:00:00,2016-01-02 08:00:00,4
637,hpg_34de58febac54f25,2016-01-02 19:00:00,2016-01-01 21:00:00,2
638,hpg_34de58febac54f25,2016-01-02 19:00:00,2016-01-01 17:00:00,3
639,hpg_35c574b17b7ce206,2016-01-02 19:00:00,2016-01-02 13:00:00,2
640,hpg_37a1b150bf049abb,2016-01-02 19:00:00,2016-01-01 18:00:00,5
641,hpg_3809f6ebbeb2e347,2016-01-02 19:00:00,2016-01-02 10:00:00,4
642,hpg_3a08e8ff5813a233,2016-01-02 19:00:00,2016-01-01 19:00:00,4
643,hpg_3a3cd6ec19996677,2016-01-02 19:00:00,2016-01-01 10:00:00,5
644,hpg_3a3cd6ec19996677,2016-01-02 19:00:00,2016-01-01 12:00:00,7
645,hpg_401be9b696af00af,2016-01-02 19:00:00,2016-01-01 22:00:00,10
646,hpg_40fa86a77b8d3fbc,2016-01-02 19:00:00,2016-01-02 12:00:00,2
647,hpg_444545eff22a73a8,2016-01-02 19:00:00,2016-01-01 20:00:00,5
648,hpg_45cb982895729097,2016-01-02 19:00:00,2016-01-02 15:00:00,4
649,hpg_479ac7e1cf872bc2,2016-01-02 19:00:00,2016-01-02 17:00:00,3
650,hpg_48831f118aa1bc54,2016-01-02 19:00:00,2016-01-02 12:00:00,2
651,hpg_4888e9fa59f382bb,2016-01-02 19:00:00,2016-01-02 15:00:00,11
652,hpg_4b8776a502c89c8e,2016-01-02 19:00:00,2016-01-01 14:00:00,2
653,hpg_4babf9b8d838116f,2016-01-02 19:00:00,2016-01-02 14:00:00,3
654,hpg_4babf9b8d838116f,2016-01-02 19:00:00,2016-01-02 14:00:00,4
655,hpg_4df2dc6b2688aee2,2016-01-02 19:00:00,2016-01-01 16:00:00,3
656,hpg_4df2df7b7a9a101e,2016-01-02 19:00:00,2016-01-02 13:00:00,2
657,hpg_4f3c4a2d2f5f30bd,2016-01-02 19:00:00,2016-01-02 17:00:00,2
658,hpg_51102c243a68c7fc,2016-01-02 19:00:00,2016-01-02 00:00:00,2
659,hpg_51cfc18ea44556cd,2016-01-02 19:00:00,2016-01-01 23:00:00,6
660,hpg_54b5a6ffd96e80d8,2016-01-02 19:00:00,2016-01-01 09:00:00,2
661,hpg_54c3eb042366fffa,2016-01-02 19:00:00,2016-01-01 14:00:00,8
662,hpg_54d3a3f3f5ccb2e7,2016-01-02 19:00:00,2016-01-01 15:00:00,3
663,hpg_54dd9ff429847a02,2016-01-02 19:00:00,2016-01-01 17:00:00,4
664,hpg_57192f33d71b0c2c,2016-01-02 19:00:00,2016-01-02 12:00:00,2
665,hpg_58b3b1f9ca7fc42b,2016-01-02 19:00:00,2016-01-02 13:00:00,4
666,hpg_5962197efa7513f5,2016-01-02 19:00:00,2016-01-01 12:00:00,4
667,hpg_5c83ed5c4d14a95c,2016-01-02 19:00:00,2016-01-01 17:00:00,7
668,hpg_5c922eba98a13ebd,2016-01-02 19:00:00,2016-01-02 11:00:00,3
669,hpg_61496048f5ea6805,2016-01-02 19:00:00,2016-01-02 00:00:00,4
670,hpg_614fa1183c1db71e,2016-01-02 19:00:00,2016-01-01 22:00:00,2
671,hpg_61a2ea7fe56322cf,2016-01-02 19:00:00,2016-01-02 12:00:00,4
672,hpg_631aa05c76a3c4f7,2016-01-02 19:00:00,2016-01-02 14:00:00,7
673,hpg_64589f5d86cb7325,2016-01-02 19:00:00,2016-01-01 22:00:00,5
674,hpg_6760dafca832dc21,2016-01-02 19:00:00,2016-01-01 09:00:00,5
675,hpg_6803e9b9887c25b2,2016-01-02 19:00:00,2016-01-02 14:00:00,3
676,hpg_688055201bccf1c8,2016-01-02 19:00:00,2016-01-01 12:00:00,4
677,hpg_6958f70da93a1f4b,2016-01-02 19:00:00,2016-01-01 20:00:00,4
678,hpg_6985489b61c176c9,2016-01-02 19:00:00,2016-01-02 12:00:00,5
679,hpg_6ab4b09e096005ed,2016-01-02 19:00:00,2016-01-01 22:00:00,4
680,hpg_6acecbd8ac9b7693,2016-01-02 19:00:00,2016-01-01 23:00:00,4
681,hpg_6acecbd8ac9b7693,2016-01-02 19:00:00,2016-01-02 16:00:00,4
682,hpg_6b9b6445522c861f,2016-01-02 19:00:00,2016-01-02 17:00:00,4
683,hpg_6ce1018421748a56,2016-01-02 19:00:00,2016-01-02 08:00:00,4
684,hpg_6ef77a603ace7e1a,2016-01-02 19:00:00,2016-01-01 04:00:00,8
685,hpg_6f4c3e7cf0061ff5,2016-01-02 19:00:00,2016-01-01 16:00:00,4
686,hpg_6f6447a87ac3aeb3,2016-01-02 19:00:00,2016-01-01 14:00:00,6
687,hpg_70f151aec1be73f6,2016-01-02 19:00:00,2016-01-01 23:00:00,12
688,hpg_716906a95eb27288,2016-01-02 19:00:00,2016-01-02 15:00:00,2
689,hpg_71bd045fc40969a7,2016-01-02 19:00:00,2016-01-01 18:00:00,2
690,hpg_721ea0922faa5f2b,2016-01-02 19:00:00,2016-01-01 19:00:00,2
691,hpg_7272af727ac275ca,2016-01-02 19:00:00,2016-01-01 08:00:00,5
692,hpg_78e6277d36cbc357,2016-01-02 19:00:00,2016-01-01 18:00:00,2
693,hpg_793f555f101f0f76,2016-01-02 19:00:00,2016-01-01 16:00:00,2
694,hpg_79e4820b1f85ffb7,2016-01-02 19:00:00,2016-01-01 22:00:00,3
695,hpg_7b1250395da41fae,2016-01-02 19:00:00,2016-01-02 14:00:00,2
696,hpg_7b1250395da41fae,2016-01-02 19:00:00,2016-01-01 21:00:00,3
697,hpg_7b1250395da41fae,2016-01-02 19:00:00,2016-01-02 14:00:00,3
698,hpg_7e6ab78e5075a09f,2016-01-02 19:00:00,2016-01-02 09:00:00,2
699,hpg_7ed6d304949fc602,2016-01-02 19:00:00,2016-01-01 13:00:00,11
700,hpg_7ed6d304949fc602,2016-01-02 19:00:00,2016-01-01 13:00:00,11
701,hpg_824813e0e9f6e6c5,2016-01-02 19:00:00,2016-01-01 12:00:00,6
702,hpg_82bdc11501e07672,2016-01-02 19:00:00,2016-01-02 18:00:00,2
703,hpg_84ec373e3183da86,2016-01-02 19:00:00,2016-01-01 22:00:00,2
704,hpg_878cc70b1abc76f7,2016-01-02 19:00:00,2016-01-02 14:00:00,2
705,hpg_87e9faa907fe955a,2016-01-02 19:00:00,2016-01-02 13:00:00,4
706,hpg_89f122451e2b3d39,2016-01-02 19:00:00,2016-01-01 19:00:00,4
707,hpg_8b7f0917f8809337,2016-01-02 19:00:00,2016-01-01 19:00:00,5
708,hpg_8de3dd82c3755e2c,2016-01-02 19:00:00,2016-01-01 20:00:00,2
709,hpg_8ef4bc1c6b5a239f,2016-01-02 19:00:00,2016-01-01 22:00:00,4
710,hpg_90fdbb5cc0d67552,2016-01-02 19:00:00,2016-01-02 12:00:00,6
711,hpg_910981068d5a8cbf,2016-01-02 19:00:00,2016-01-01 15:00:00,2
712,hpg_916cf4cdcf221406,2016-01-02 19:00:00,2016-01-01 18:00:00,3
713,hpg_934ff8a05fe1b95d,2016-01-02 19:00:00,2016-01-02 02:00:00,3
714,hpg_94bd179a80ae8e94,2016-01-02 19:00:00,2016-01-01 18:00:00,2
715,hpg_95423eedc8f0d546,2016-01-02 19:00:00,2016-01-02 00:00:00,6
716,hpg_955fe4237bfc1dc2,2016-01-02 19:00:00,2016-01-02 16:00:00,5
717,hpg_96f95475a20e3716,2016-01-02 19:00:00,2016-01-01 18:00:00,4
718,hpg_9707b36d4872284f,2016-01-02 19:00:00,2016-01-01 00:00:00,4
719,hpg_971af9b8700e920a,2016-01-02 19:00:00,2016-01-02 00:00:00,4
720,hpg_973fcf35d15c8953,2016-01-02 19:00:00,2016-01-02 11:00:00,5
721,hpg_9a0a12f8573b55ea,2016-01-02 19:00:00,2016-01-01 15:00:00,4
722,hpg_9c0464f267f5078c,2016-01-02 19:00:00,2016-01-01 19:00:00,2
723,hpg_9ce555daaec9c325,2016-01-02 19:00:00,2016-01-01 14:00:00,2
724,hpg_9e33384614e34fbe,2016-01-02 19:00:00,2016-01-02 07:00:00,2
725,hpg_9e4a5305856d7ba6,2016-01-02 19:00:00,2016-01-01 19:00:00,2
726,hpg_9e70b9361ba53227,2016-01-02 19:00:00,2016-01-02 03:00:00,4
727,hpg_9e754a2343074e64,2016-01-02 19:00:00,2016-01-02 08:00:00,2
728,hpg_a2b0c1212abf44d3,2016-01-02 19:00:00,2016-01-01 11:00:00,6
729,hpg_a49833c2f6218013,2016-01-02 19:00:00,2016-01-01 20:00:00,5
730,hpg_a4af04f8572565d9,2016-01-02 19:00:00,2016-01-01 16:00:00,12
731,hpg_a6398e3732a6a36c,2016-01-02 19:00:00,2016-01-02 00:00:00,5
732,hpg_a91aa63924edc542,2016-01-02 19:00:00,2016-01-02 17:00:00,4
733,hpg_aa75ac9acc47bdc5,2016-01-02 19:00:00,2016-01-01 13:00:00,3
734,hpg_ab6b680869a80df2,2016-01-02 19:00:00,2016-01-01 00:00:00,2
735,hpg_ab6b680869a80df2,2016-01-02 19:00:00,2016-01-01 00:00:00,2
736,hpg_adfb585272ce5dbb,2016-01-02 19:00:00,2016-01-02 18:00:00,3
737,hpg_adfb585272ce5dbb,2016-01-02 19:00:00,2016-01-02 14:00:00,2
738,hpg_aee92538e1b51d5f,2016-01-02 19:00:00,2016-01-01 22:00:00,3
739,hpg_af557975bfc11d99,2016-01-02 19:00:00,2016-01-01 18:00:00,2
740,hpg_b17afe1a30bcd4cc,2016-01-02 19:00:00,2016-01-01 00:00:00,5
741,hpg_b284acba1fc1e821,2016-01-02 19:00:00,2016-01-02 18:00:00,3
742,hpg_b29f453a6a7fb393,2016-01-02 19:00:00,2016-01-01 15:00:00,2
743,hpg_b331d564faf8ef78,2016-01-02 19:00:00,2016-01-01 22:00:00,4
744,hpg_b34a01eb18985a7c,2016-01-02 19:00:00,2016-01-02 15:00:00,4
745,hpg_b471465da67b4b8b,2016-01-02 19:00:00,2016-01-01 17:00:00,4
746,hpg_b47afcbd1954c67c,2016-01-02 19:00:00,2016-01-01 22:00:00,5
747,hpg_b4c605d61d1fb318,2016-01-02 19:00:00,2016-01-01 09:00:00,3
748,hpg_b7c35c9f6431c1f9,2016-01-02 19:00:00,2016-01-01 19:00:00,6
749,hpg_b7f05c204af42b91,2016-01-02 19:00:00,2016-01-02 17:00:00,4
750,hpg_b7f05c204af42b91,2016-01-02 19:00:00,2016-01-01 13:00:00,3
751,hpg_b81e80392c1cec89,2016-01-02 19:00:00,2016-01-02 03:00:00,4
752,hpg_b81e80392c1cec89,2016-01-02 19:00:00,2016-01-01 19:00:00,12
753,hpg_b8578c1f9c410699,2016-01-02 19:00:00,2016-01-01 22:00:00,3
754,hpg_b8578c1f9c410699,2016-01-02 19:00:00,2016-01-02 10:00:00,3
755,hpg_b8b5da832ff70234,2016-01-02 19:00:00,2016-01-01 21:00:00,2
756,hpg_b903607b93d2f850,2016-01-02 19:00:00,2016-01-01 01:00:00,4
757,hpg_baf62d216102c867,2016-01-02 19:00:00,2016-01-02 18:00:00,2
758,hpg_c17fda6243c5dcea,2016-01-02 19:00:00,2016-01-01 18:00:00,3
759,hpg_c17fda6243c5dcea,2016-01-02 19:00:00,2016-01-01 22:00:00,5
760,hpg_c265a318b37114f0,2016-01-02 19:00:00,2016-01-01 19:00:00,4
761,hpg_c2b1f6a70d436720,2016-01-02 19:00:00,2016-01-01 12:00:00,2
762,hpg_c3425fcb0cd00d00,2016-01-02 19:00:00,2016-01-01 21:00:00,12
763,hpg_c4b48e1ab39e4760,2016-01-02 19:00:00,2016-01-01 17:00:00,4
764,hpg_c4b48e1ab39e4760,2016-01-02 19:00:00,2016-01-02 15:00:00,3
765,hpg_c4b48e1ab39e4760,2016-01-02 19:00:00,2016-01-01 16:00:00,6
766,hpg_c5236fdf4deadcc9,2016-01-02 19:00:00,2016-01-01 21:00:00,2
767,hpg_c5845dbe30775e4a,2016-01-02 19:00:00,2016-01-01 14:00:00,4
768,hpg_c66111c11ba6382e,2016-01-02 19:00:00,2016-01-02 12:00:00,3
769,hpg_cbef6b87befbbf48,2016-01-02 19:00:00,2016-01-02 13:00:00,2
770,hpg_cd965198dc905897,2016-01-02 19:00:00,2016-01-01 19:00:00,4
771,hpg_ce4204762cb80150,2016-01-02 19:00:00,2016-01-01 16:00:00,3
772,hpg_cf281509c6c2d4c9,2016-01-02 19:00:00,2016-01-01 12:00:00,3
773,hpg_d22dbdab80235564,2016-01-02 19:00:00,2016-01-02 10:00:00,3
774,hpg_d234b172c172a55b,2016-01-02 19:00:00,2016-01-01 20:00:00,7
775,hpg_d2bd45e26d759e16,2016-01-02 19:00:00,2016-01-01 19:00:00,4
776,hpg_d329b00c373ff97d,2016-01-02 19:00:00,2016-01-01 10:00:00,7
777,hpg_d3c23ee66067c0f9,2016-01-02 19:00:00,2016-01-01 11:00:00,7
778,hpg_d5017bfc1b5b20ba,2016-01-02 19:00:00,2016-01-02 18:00:00,2
779,hpg_d5ed020cfcf11079,2016-01-02 19:00:00,2016-01-01 13:00:00,5
780,hpg_d793828c14a7ef30,2016-01-02 19:00:00,2016-01-02 10:00:00,3
781,hpg_d82a4d28ec65acb8,2016-01-02 19:00:00,2016-01-02 00:00:00,2
782,hpg_d951bae401693424,2016-01-02 19:00:00,2016-01-01 19:00:00,2
783,hpg_da5f1632d0cdd056,2016-01-02 19:00:00,2016-01-01 16:00:00,4
784,hpg_dbfcf69237c8acaf,2016-01-02 19:00:00,2016-01-01 13:00:00,6
785,hpg_dc639640420bde5f,2016-01-02 19:00:00,2016-01-02 09:00:00,2
786,hpg_dc639640420bde5f,2016-01-02 19:00:00,2016-01-01 23:00:00,4
787,hpg_dd00d17cf7165882,2016-01-02 19:00:00,2016-01-02 09:00:00,7
788,hpg_de03e4fcf35310e8,2016-01-02 19:00:00,2016-01-01 12:00:00,2
789,hpg_de608ad52d3af03f,2016-01-02 19:00:00,2016-01-02 17:00:00,4
790,hpg_dfc01ab9963b7c3b,2016-01-02 19:00:00,2016-01-02 12:00:00,2
791,hpg_e12af69a2cd117b7,2016-01-02 19:00:00,2016-01-01 11:00:00,5
792,hpg_e34b4ddd4f286e29,2016-01-02 19:00:00,2016-01-01 15:00:00,3
793,hpg_e43f7dbdf05fcf41,2016-01-02 19:00:00,2016-01-01 23:00:00,5
794,hpg_e591f596b4dbad62,2016-01-02 19:00:00,2016-01-01 13:00:00,4
795,hpg_e6da8f1aae81747c,2016-01-02 19:00:00,2016-01-02 09:00:00,2
796,hpg_e6da8f1aae81747c,2016-01-02 19:00:00,2016-01-01 14:00:00,12
797,hpg_e78855f1619e7c8e,2016-01-02 19:00:00,2016-01-02 10:00:00,9
798,hpg_e8f672920896111a,2016-01-02 19:00:00,2016-01-01 18:00:00,2
799,hpg_ea72cb9d1db1cd2e,2016-01-02 19:00:00,2016-01-01 16:00:00,4
800,hpg_ee591378590914a4,2016-01-02 19:00:00,2016-01-01 08:00:00,4
801,hpg_ee5f7eb81e7d1524,2016-01-02 19:00:00,2016-01-01 18:00:00,4
802,hpg_f04580a4ed2b795e,2016-01-02 19:00:00,2016-01-02 10:00:00,2
803,hpg_f0f148dbec3c7807,2016-01-02 19:00:00,2016-01-01 17:00:00,12
804,hpg_f101a770e169705b,2016-01-02 19:00:00,2016-01-01 20:00:00,2
805,hpg_f15810839d00a7de,2016-01-02 19:00:00,2016-01-02 18:00:00,2
806,hpg_f198b45f0c9bab8a,2016-01-02 19:00:00,2016-01-01 17:00:00,5
807,hpg_f1a11630830d2193,2016-01-02 19:00:00,2016-01-01 23:00:00,3
808,hpg_f1a11630830d2193,2016-01-02 19:00:00,2016-01-02 03:00:00,8
809,hpg_f460793514dad711,2016-01-02 19:00:00,2016-01-01 20:00:00,4
810,hpg_f495c9d4570c0c6e,2016-01-02 19:00:00,2016-01-01 17:00:00,4
811,hpg_fd3767be1bf06b66,2016-01-02 19:00:00,2016-01-02 16:00:00,5
812,hpg_fdad96eeaaab603e,2016-01-02 19:00:00,2016-01-01 08:00:00,2
813,hpg_fe7e1f607f462518,2016-01-02 19:00:00,2016-01-01 10:00:00,5
814,hpg_fee498b436ee970b,2016-01-02 19:00:00,2016-01-01 20:00:00,2
815,hpg_02e2265ee1ac8dc1,2016-01-02 20:00:00,2016-01-01 16:00:00,4
816,hpg_04e54d34ae2341b0,2016-01-02 20:00:00,2016-01-01 22:00:00,4
817,hpg_051f7be4fae38ab4,2016-01-02 20:00:00,2016-01-01 19:00:00,2
818,hpg_05591834ac03b6d6,2016-01-02 20:00:00,2016-01-02 19:00:00,9
819,hpg_0823b979da0fae91,2016-01-02 20:00:00,2016-01-02 17:00:00,2
820,hpg_1840bdaa8cf0bea9,2016-01-02 20:00:00,2016-01-01 23:00:00,4
821,hpg_1a9e2adb0da2ebcc,2016-01-02 20:00:00,2016-01-01 17:00:00,3
822,hpg_1b730fe1eb681f79,2016-01-02 20:00:00,2016-01-01 21:00:00,3
823,hpg_21b36340772e8900,2016-01-02 20:00:00,2016-01-02 12:00:00,2
824,hpg_21d234d52714aad4,2016-01-02 20:00:00,2016-01-02 16:00:00,3
825,hpg_22413fafaf6c7c55,2016-01-02 20:00:00,2016-01-01 18:00:00,15
826,hpg_23ce1aa8cbeaecb9,2016-01-02 20:00:00,2016-01-02 14:00:00,2
827,hpg_2cda22e8e05c0055,2016-01-02 20:00:00,2016-01-02 11:00:00,5
828,hpg_2fd6f421cc079c2c,2016-01-02 20:00:00,2016-01-01 13:00:00,2
829,hpg_3018271825f9358f,2016-01-02 20:00:00,2016-01-02 16:00:00,2
830,hpg_369d0b4924185a60,2016-01-02 20:00:00,2016-01-01 23:00:00,4
831,hpg_3809f6ebbeb2e347,2016-01-02 20:00:00,2016-01-01 22:00:00,6
832,hpg_3a08e8ff5813a233,2016-01-02 20:00:00,2016-01-01 21:00:00,4
833,hpg_3ab17f2bf02415f5,2016-01-02 20:00:00,2016-01-02 19:00:00,7
834,hpg_3ab17f2bf02415f5,2016-01-02 20:00:00,2016-01-02 19:00:00,3
835,hpg_3b87f4dce392ec74,2016-01-02 20:00:00,2016-01-01 08:00:00,6
836,hpg_466669f17090716f,2016-01-02 20:00:00,2016-01-01 00:00:00,4
837,hpg_4888e9fa59f382bb,2016-01-02 20:00:00,2016-01-01 15:00:00,24
838,hpg_52aaec1302846a20,2016-01-02 20:00:00,2016-01-01 23:00:00,6
839,hpg_52ac4a81c1dd32c4,2016-01-02 20:00:00,2016-01-01 13:00:00,6
840,hpg_53f17a78f7dcb6b3,2016-01-02 20:00:00,2016-01-02 08:00:00,3
841,hpg_58c46e58714c49d1,2016-01-02 20:00:00,2016-01-01 14:00:00,6
842,hpg_59205b24e80515e8,2016-01-02 20:00:00,2016-01-02 01:00:00,3
843,hpg_6014f2bb8dd2ad50,2016-01-02 20:00:00,2016-01-01 09:00:00,3
844,hpg_60b06a0815943bd3,2016-01-02 20:00:00,2016-01-01 22:00:00,4
845,hpg_61496048f5ea6805,2016-01-02 20:00:00,2016-01-02 17:00:00,2
846,hpg_652bb34ffa3301a4,2016-01-02 20:00:00,2016-01-01 17:00:00,5
847,hpg_6958f70da93a1f4b,2016-01-02 20:00:00,2016-01-01 18:00:00,9
848,hpg_6a9078ca572bfd2a,2016-01-02 20:00:00,2016-01-01 19:00:00,5
849,hpg_6e2598e0b3c4638c,2016-01-02 20:00:00,2016-01-02 19:00:00,3
850,hpg_74c866faf4252488,2016-01-02 20:00:00,2016-01-01 21:00:00,3
851,hpg_7b1250395da41fae,2016-01-02 20:00:00,2016-01-01 22:00:00,2
852,hpg_80f9dfb202fc6eee,2016-01-02 20:00:00,2016-01-01 15:00:00,4
853,hpg_82bdc11501e07672,2016-01-02 20:00:00,2016-01-01 22:00:00,2
854,hpg_83f62755a0fcc033,2016-01-02 20:00:00,2016-01-02 19:00:00,2
855,hpg_8822a200af759a0c,2016-01-02 20:00:00,2016-01-02 14:00:00,3
856,hpg_8e4dcbec4871fa73,2016-01-02 20:00:00,2016-01-01 19:00:00,7
857,hpg_8ea70c1aed16c6ec,2016-01-02 20:00:00,2016-01-01 12:00:00,3
858,hpg_8f928fbfb5f66606,2016-01-02 20:00:00,2016-01-01 19:00:00,2
859,hpg_9748f4e77675090a,2016-01-02 20:00:00,2016-01-02 19:00:00,2
860,hpg_9e33384614e34fbe,2016-01-02 20:00:00,2016-01-01 18:00:00,5
861,hpg_a7d80df371736f55,2016-01-02 20:00:00,2016-01-01 11:00:00,4
862,hpg_ae42b7d6630f084e,2016-01-02 20:00:00,2016-01-02 19:00:00,2
863,hpg_b316686a5dfe7020,2016-01-02 20:00:00,2016-01-01 11:00:00,2
864,hpg_b5884e41bfab79e4,2016-01-02 20:00:00,2016-01-01 16:00:00,2
865,hpg_b8982b44e04b9374,2016-01-02 20:00:00,2016-01-02 17:00:00,2
866,hpg_b8b5da832ff70234,2016-01-02 20:00:00,2016-01-02 17:00:00,2
867,hpg_c17fda6243c5dcea,2016-01-02 20:00:00,2016-01-01 20:00:00,2
868,hpg_c3d34bc84eaec6c4,2016-01-02 20:00:00,2016-01-01 18:00:00,2
869,hpg_c9429cf1d7610b7a,2016-01-02 20:00:00,2016-01-02 14:00:00,3
870,hpg_d1e0f0e43a280d5e,2016-01-02 20:00:00,2016-01-02 19:00:00,2
871,hpg_d741670c895dd6ec,2016-01-02 20:00:00,2016-01-01 08:00:00,3
872,hpg_d81736f3391b8cef,2016-01-02 20:00:00,2016-01-02 15:00:00,2
873,hpg_dc848323b917b8e6,2016-01-02 20:00:00,2016-01-01 00:00:00,2
874,hpg_e7dddf94c45aa69a,2016-01-02 20:00:00,2016-01-01 16:00:00,3
875,hpg_ee8bd2cafed20951,2016-01-02 20:00:00,2016-01-01 12:00:00,6
876,hpg_f04580a4ed2b795e,2016-01-02 20:00:00,2016-01-02 18:00:00,6
877,hpg_f21258490547aaf1,2016-01-02 20:00:00,2016-01-02 14:00:00,2
878,hpg_f893c6859f8b2876,2016-01-02 20:00:00,2016-01-01 15:00:00,4
879,hpg_10c2c69ef01dcfd8,2016-01-02 21:00:00,2016-01-01 16:00:00,6
880,hpg_19fa66150e5423ff,2016-01-02 21:00:00,2016-01-01 01:00:00,6
881,hpg_2e10e1956528199a,2016-01-02 21:00:00,2016-01-02 14:00:00,7
882,hpg_37cd2a03b79e6ba0,2016-01-02 21:00:00,2016-01-02 10:00:00,2
883,hpg_66834c6410150f4a,2016-01-02 21:00:00,2016-01-01 21:00:00,3
884,hpg_763056d5733a06bc,2016-01-02 21:00:00,2016-01-02 20:00:00,2
885,hpg_815f092aaac0454b,2016-01-02 21:00:00,2016-01-02 19:00:00,3
886,hpg_8190d0e26c739c0a,2016-01-02 21:00:00,2016-01-01 15:00:00,2
887,hpg_8de5dd6d9a6c5571,2016-01-02 21:00:00,2016-01-02 21:00:00,3
888,hpg_8e4dcbec4871fa73,2016-01-02 21:00:00,2016-01-02 00:00:00,5
889,hpg_a636a126bd4ea37b,2016-01-02 21:00:00,2016-01-01 13:00:00,14
890,hpg_b7f05c204af42b91,2016-01-02 21:00:00,2016-01-01 15:00:00,3
891,hpg_bacb6f32095600c7,2016-01-02 21:00:00,2016-01-01 21:00:00,4
892,hpg_c4f33587014dd154,2016-01-02 21:00:00,2016-01-01 08:00:00,4
893,hpg_d5017bfc1b5b20ba,2016-01-02 21:00:00,2016-01-01 12:00:00,4
894,hpg_d5017bfc1b5b20ba,2016-01-02 21:00:00,2016-01-02 15:00:00,2
895,hpg_dfe27a5481c84588,2016-01-02 21:00:00,2016-01-01 10:00:00,3
896,hpg_f101a770e169705b,2016-01-02 21:00:00,2016-01-02 20:00:00,4
897,hpg_f802d9079d5b1af3,2016-01-02 21:00:00,2016-01-02 12:00:00,4
898,hpg_126f14a1fba90056,2016-01-02 22:00:00,2016-01-02 20:00:00,5
899,hpg_85c4649bd4776a83,2016-01-02 22:00:00,2016-01-01 02:00:00,2
900,hpg_93d0b9b09395754e,2016-01-02 22:00:00,2016-01-01 12:00:00,2
901,hpg_b97f152720af5f3b,2016-01-02 22:00:00,2016-01-01 17:00:00,10
902,hpg_d793828c14a7ef30,2016-01-02 22:00:00,2016-01-02 11:00:00,2
903,hpg_d951bae401693424,2016-01-02 22:00:00,2016-01-01 12:00:00,2
904,hpg_34ddef8de00b3036,2016-01-02 23:00:00,2016-01-01 11:00:00,3
905,hpg_8de3dd82c3755e2c,2016-01-02 23:00:00,2016-01-02 22:00:00,2
906,hpg_8f5fd6d83b812cc3,2016-01-02 23:00:00,2016-01-01 16:00:00,2
907,hpg_f9de619b90045d3c,2016-01-02 23:00:00,2016-01-01 14:00:00,4
908,hpg_cf192aba94cc8737,2016-01-03 00:00:00,2016-01-01 15:00:00,8
909,hpg_986a03293191697d,2016-01-03 01:00:00,2016-01-02 03:00:00,2
910,hpg_f6117f6d2533237f,2016-01-03 01:00:00,2016-01-02 03:00:00,2
911,hpg_f6117f6d2533237f,2016-01-03 01:00:00,2016-01-02 03:00:00,2
912,hpg_0394e4a702635d2c,2016-01-03 11:00:00,2016-01-01 16:00:00,3
913,hpg_06c98084a6dd042e,2016-01-03 11:00:00,2016-01-01 11:00:00,4
914,hpg_0c20059a038fbdf7,2016-01-03 11:00:00,2016-01-01 22:00:00,2
915,hpg_17f4a9884104cb23,2016-01-03 11:00:00,2016-01-02 22:00:00,3
